3.89;2018-06-04 18:00:07.089490
5.89;2018-06-04 18:00:21.233679
1.21;2018-06-04 18:00:21.914235
1.5;2018-06-04 18:00:22.521091
1.13;2018-06-04 18:00:23.135206
90.13;2018-06-12 10:42:19.568546
66.33;2018-06-13 10:27:22.762852
61.75;2018-06-13 10:27:41.323398
117.2;2018-06-13 10:27:47.427700
13.64;2018-06-13 10:32:05.698508
76.83;2018-06-13 10:34:08.490740
